date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:42:07	43672/43672	---M--	200	added ('OK')	image/webp	date:Wed,%2025%20Jun%202025%2020:14:02%20GMT	https://www.bancopatagonia.com.ar/personas/images/main-slider/slide-plazo-fijo-mbl@2x.webp	/home/pablo/websites/bancopatagonia_2025/personas/images/main-slider/slide-plazo-fijo-mbl@2x.webp	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:08	14992/14992	---M--	200	added ('OK')	image/webp	date:Thu,%2021%20Aug%202025%2018:28:13%20GMT	https://www.bancopatagonia.com.ar/personas/images/main-slider/slide-pago-transporte-mbl.webp	/home/pablo/websites/bancopatagonia_2025/personas/images/main-slider/slide-pago-transporte-mbl.webp	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:09	32588/32588	---M--	200	added ('OK')	image/webp	date:Thu,%2021%20Aug%202025%2018:28:04%20GMT	https://www.bancopatagonia.com.ar/personas/images/main-slider/slide-pago-transporte-mbl@2x.webp	/home/pablo/websites/bancopatagonia_2025/personas/images/main-slider/slide-pago-transporte-mbl@2x.webp	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:11	570/570	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:10%20GMT	https://www.googletagmanager.com/ns.html?id=GTM-NL73B44	/home/pablo/websites/bancopatagonia_2025/ns5408.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:11	50691/50691	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:11%20GMT	https://www.bancopatagonia.com.ar/preguntas-frecuentes/index.php	/home/pablo/websites/bancopatagonia_2025/preguntas-frecuentes/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:12	47816/47816	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:12%20GMT	https://www.bancopatagonia.com.ar/nyps/index.php	/home/pablo/websites/bancopatagonia_2025/nyps/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:13	57616/57616	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:13%20GMT	https://www.bancopatagonia.com.ar/pyme/index.php	/home/pablo/websites/bancopatagonia_2025/pyme/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:14	53207/53207	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:14%20GMT	https://www.bancopatagonia.com.ar/agro/index.php	/home/pablo/websites/bancopatagonia_2025/agro/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:14	1539/1539	---M--	200	added ('OK')	text/html	etag:%22460-641240f9f7340:dtagent103232508220439238rSR%22	https://tunuevacuenta.bancopatagonia.com.ar/?utm_source=sitiowebbp&utm_medium=sitiowebbp%20banner%20home&utm_campaign=onboarding_sitiowebp_bannerhome	/home/pablo/websites/bancopatagonia_2025/indexe0b0.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:15	52046/52046	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:15%20GMT	https://www.bancopatagonia.com.ar/empresas/index.php	/home/pablo/websites/bancopatagonia_2025/empresas/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:16	43799/43799	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:16%20GMT	https://www.bancopatagonia.com.ar/sector-publico/index.php	/home/pablo/websites/bancopatagonia_2025/sector-publico/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:17	43661/43661	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:17%20GMT	https://www.bancopatagonia.com.ar/institucional/index.php	/home/pablo/websites/bancopatagonia_2025/institucional/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:19	82758/82758	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:19%20GMT	https://www.bancopatagonia.com.ar/patagoniaon/index.php	/home/pablo/websites/bancopatagonia_2025/patagoniaon/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:20	58832/58832	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:20%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/patagonia-universitaria.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:20	36179/36179	---MC-	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:18%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm	/home/pablo/websites/bancopatagonia_2025/eBanking/usuarios/login.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:21	53503/53503	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:21%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-clasica/paquete/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:22	54449/54449	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:22%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:23	59965/59965	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:23%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/productos.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:24	65326/65326	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:24%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:25	53980/53980	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:25%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:26	216/216	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:26%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:27	48798/48798	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:27%20GMT	https://www.bancopatagonia.com.ar/personas/apple-pay.php	/home/pablo/websites/bancopatagonia_2025/personas/apple-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:28	53770/53770	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:28%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/cajas-seguridad.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/cajas-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:29	49009/49009	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:29%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:30	59445/59445	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:30%20GMT	https://www.bancopatagonia.com.ar/personas/cuotifica-al-toque.php	/home/pablo/websites/bancopatagonia_2025/personas/cuotifica-al-toque.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:31	49426/49426	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:31%20GMT	https://www.bancopatagonia.com.ar/personas/google-pay.php	/home/pablo/websites/bancopatagonia_2025/personas/google-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:31	241135/241135	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:29%20GMT	https://ahorrosybeneficios.bancopatagonia.com.ar/ahorrosybeneficios/	/home/pablo/websites/bancopatagonia_2025/ahorrosybeneficios/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:32	53018/53018	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:32%20GMT	https://www.bancopatagonia.com.ar/personas/inversiones/index.php	/home/pablo/websites/bancopatagonia_2025/personas/inversiones/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:33	85683/85683	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:33%20GMT	https://www.bancopatagonia.com.ar/personas/jubilados/index.php	/home/pablo/websites/bancopatagonia_2025/personas/jubilados/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:34	48519/48519	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:34%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/patagonia-para-menores.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:35	79416/79416	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:35%20GMT	https://www.bancopatagonia.com.ar/personas/plan-sueldo/index.php	/home/pablo/websites/bancopatagonia_2025/personas/plan-sueldo/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:36	49419/49419	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:36%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-ahorro/productos.php	/home/pablo/websites/bancopatagonia_2025/personas/patagonia-clasica/patagonia-ahorro/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:37	165/165	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:37%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:38	51230/51230	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:38%20GMT	https://www.bancopatagonia.com.ar/personas/seguros/index.php	/home/pablo/websites/bancopatagonia_2025/personas/seguros/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:39	62121/62121	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:39%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:40	55067/55067	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:40%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/pablo/websites/bancopatagonia_2025/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:41	53099/53099	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:41%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.php	/home/pablo/websites/bancopatagonia_2025/nyps/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
00:42:42	51508/51508	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2003:42:42%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.php	/home/pablo/websites/bancopatagonia_2025/nyps/patagonia-clasica/patagonia-emprendimiento/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
